,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
288,GO:BP,GO:0001568,blood vessel development,0.011142344209570821,True,"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]",468,95,13,16307,0.1368421052631579,0.027777777777777776,query_1,"['GO:0001944', 'GO:0048856']","['CCR3', 'CCL2', 'IL1B', 'VEGFA', 'CASP8', 'TBXA2R', 'TNF', 'ALOX5', 'HMOX1', 'MYLK', 'PTGS2', 'HLA-G', 'CALCRL']","[['IMP'], ['TAS'], ['IDA', 'ISS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'TAS'], ['ISS'], ['IGI'], ['IDA'], ['ISS'], ['IDA', 'IGI', 'TAS'], ['IMP'], ['ISS'], ['IDA'], ['IDA', 'IBA']]"
289,GO:BP,GO:0048245,eosinophil chemotaxis,0.011147376157008742,True,"""The movement of an eosinophil in response to an external stimulus."" [GOC:jid, PMID:11292027, PMID:12391252]",18,95,4,16307,0.042105263157894736,0.2222222222222222,query_1,"['GO:0071621', 'GO:0072677']","['CCL2', 'IL4', 'CCL5', 'CCL11']","[['IBA'], ['IBA'], ['IDA'], ['IDA', 'IBA']]"
290,GO:BP,GO:0023056,positive regulation of signaling,0.011316183784328804,True,"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",1383,95,23,16307,0.24210526315789474,0.016630513376717282,query_1,"['GO:0023051', 'GO:0023052', 'GO:0048518']","['CCL2', 'IL4', 'MMP9', 'CCL5', 'IL1B', 'CCL11', 'VEGFA', 'CD14', 'CASP8', 'CFTR', 'SOD1', 'TNF', 'PTEN', 'PRKCZ', 'ADRB2', 'HLA-DRB1', 'HMOX1', 'EDN1', 'TIMP3', 'TSLP', 'ICAM1', 'LIF', 'CCL15']","[['ISS', 'IBA'], ['IGI', 'IBA'], ['IMP'], ['IDA', 'IBA', 'TAS'], ['IDA', 'ISS', 'IC'], ['IBA'], ['IDA', 'IGI'], ['IDA', 'ISS', 'IBA'], ['IMP', 'IEP'], ['IMP', 'IGI'], ['IMP', 'ISS'], ['IDA', 'ISS', 'IBA', 'TAS', 'NAS'], ['IMP', 'ISS'], ['IMP', 'ISS'], ['IDA', 'IGI'], ['IDA', 'IMP'], ['HMP'], ['IDA'], ['IMP'], ['IDA'], ['IMP'], ['IDA'], ['IBA']]"
291,KEGG,KEGG:04640,Hematopoietic cell lineage,0.011415214876575005,True,Hematopoietic cell lineage,95,83,7,8091,0.08433734939759036,0.07368421052631578,query_1,['KEGG:00000'],"['IL4', 'IL1B', 'IL5', 'CD14', 'TNF', 'HLA-DRB1', 'HLA-DPB1']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
292,KEGG,KEGG:04940,Type I diabetes mellitus,0.011535987598236482,True,Type I diabetes mellitus,40,83,5,8091,0.060240963855421686,0.125,query_1,['KEGG:00000'],"['IL1B', 'TNF', 'HLA-DRB1', 'HLA-DPB1', 'HLA-G']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
293,GO:BP,GO:0007260,tyrosine phosphorylation of STAT protein,0.011611301684043162,True,"""The process of introducing a phosphate group to a tyrosine residue of a STAT (Signal Transducer and Activator of Transcription) protein."" [GOC:jl, PMID:10918594]",70,95,6,16307,0.06315789473684211,0.08571428571428572,query_1,"['GO:0007259', 'GO:0018108']","['IL4', 'CCL5', 'TNF', 'PPP2CA', 'TSLP', 'LIF']","[['IGI', 'IBA'], ['IDA'], ['ISS'], ['NAS'], ['IDA'], ['IDA']]"
294,GO:BP,GO:0032602,chemokine production,0.011611301684043162,True,"""The appearance of a chemokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. All chemokines possess a number of conserved cysteine residues involved in intramolecular disulfide bond formation. Some chemokines are considered pro-inflammatory and can be induced during an immune response to recruit cells of the immune system to a site of infection, while others are considered homeostatic and are involved in controlling the migration of cells during normal processes of tissue maintenance or development. Chemokines are found in all vertebrates, some viruses and some bacteria."" [GOC:BHF, GOC:rl, ISBN:0198506732, PMID:12183377, Wikipedia:Chemokine]",70,95,6,16307,0.06315789473684211,0.08571428571428572,query_1,['GO:0001816'],"['IL1B', 'IL33', 'TNF', 'GSTP1', 'HMOX1', 'TSLP']","[['IDA'], ['IDA'], ['IDA', 'ISS'], ['IDA'], ['TAS'], ['IDA', 'IMP']]"
295,GO:BP,GO:1904035,regulation of epithelial cell apoptotic process,0.011611301684043162,True,"""Any process that modulates the frequency, rate or extent of epithelial cell apoptotic process."" [GO_REF:0000058, GOC:TermGenie, PMID:19137015]",70,95,6,16307,0.06315789473684211,0.08571428571428572,query_1,"['GO:0042981', 'GO:1904019']","['CCL2', 'IL4', 'IL13', 'TNF', 'HLA-G', 'ICAM1']","[['IMP'], ['IMP', 'IBA'], ['IMP'], ['IMP'], ['IDA'], ['IDA']]"
296,GO:BP,GO:0032642,regulation of chemokine production,0.011611301684043162,True,"""Any process that modulates the frequency, rate, or extent of chemokine production."" [GOC:mah]",70,95,6,16307,0.06315789473684211,0.08571428571428572,query_1,"['GO:0001817', 'GO:0032602']","['IL1B', 'IL33', 'TNF', 'GSTP1', 'HMOX1', 'TSLP']","[['IDA'], ['IDA'], ['IDA', 'ISS'], ['IDA'], ['TAS'], ['IDA', 'IMP']]"
297,GO:BP,GO:0046651,lymphocyte proliferation,0.011805842523363037,True,"""The expansion of a lymphocyte population by cell division."" [GOC:ai]",207,95,9,16307,0.09473684210526316,0.043478260869565216,query_1,"['GO:0032943', 'GO:0046649']","['IL4', 'CCL5', 'IL1B', 'ARG1', 'BCL2', 'HLA-DRB1', 'HLA-DPB1', 'IKZF3', 'HLA-G']","[['ISS'], ['IDA'], ['IDA', 'IBA'], ['IDA'], ['IDA', 'IMP'], ['IMP'], ['IMP'], ['ISS'], ['IDA']]"
298,GO:BP,GO:0009628,response to abiotic stimulus,0.011845186285083326,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]",713,95,16,16307,0.16842105263157894,0.02244039270687237,query_1,['GO:0050896'],"['MMP9', 'IL1B', 'CCL11', 'VEGFA', 'CAT', 'CASP8', 'BCL2', 'ERCC2', 'SOD1', 'TNF', 'ADA', 'PARP1', 'PTEN', 'HMOX1', 'MYLK', 'PTGS2']","[['IDA'], ['IEP'], ['TAS'], ['IDA', 'IMP', 'IBA'], ['IMP'], ['IEP'], ['NAS'], ['IGI'], ['ISS'], ['TAS'], ['IDA'], ['IMP'], ['IMP'], ['IMP', 'IEP'], ['IDA'], ['IEP']]"
299,GO:BP,GO:0040017,positive regulation of locomotion,0.011949160249258987,True,"""Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]",471,95,13,16307,0.1368421052631579,0.027600849256900213,query_1,"['GO:0040011', 'GO:0040012', 'GO:0048518']","['IL4', 'MMP9', 'CCL5', 'IL1B', 'CCL11', 'VEGFA', 'PLAU', 'TNF', 'HMOX1', 'EDN1', 'MYLK', 'PTGS2', 'ICAM1']","[['IGI', 'IBA'], ['IMP'], ['IDA', 'IBA'], ['IDA'], ['IDA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'TAS', 'NAS'], ['IDA'], ['NAS'], ['IGI'], ['IDA', 'TAS'], ['IDA'], ['ISS'], ['IMP']]"
300,GO:BP,GO:0061028,establishment of endothelial barrier,0.012124040674331506,True,"""The establishment of a barrier between endothelial cell layers, such as those in the brain, lung or intestine, to exert specific and selective control over the passage of water and solutes, thus allowing formation and maintenance of compartments that differ in fluid and solute composition."" [GOC:dph]",40,95,5,16307,0.05263157894736842,0.125,query_1,['GO:0001885'],"['IL1B', 'VEGFA', 'TNF', 'PDE4D', 'ICAM1']","[['IDA'], ['IDA'], ['IDA'], ['ISS'], ['IGI']]"
301,GO:BP,GO:0002709,regulation of T cell mediated immunity,0.012623940990832073,True,"""Any process that modulates the frequency, rate, or extent of T cell mediated immunity."" [GOC:add]",71,95,6,16307,0.06315789473684211,0.08450704225352113,query_1,"['GO:0002456', 'GO:0002706', 'GO:0002822']","['IL4', 'IL1B', 'PRKCZ', 'HLA-DRB1', 'HLA-G', 'TBX21']","[['IDA'], ['IDA', 'IC'], ['ISS'], ['IDA'], ['IDA'], ['ISS']]"
302,GO:BP,GO:0010720,positive regulation of cell development,0.012909814731373502,True,"""Any process that increases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:BHF, GOC:dph, GOC:tb]",268,95,10,16307,0.10526315789473684,0.03731343283582089,query_1,"['GO:0045597', 'GO:0048468', 'GO:0060284']","['IL4', 'IL1B', 'VEGFA', 'CASP8', 'TNF', 'PRKCZ', 'HLA-DRB1', 'MYB', 'HLA-G', 'LIF']","[['IDA', 'IBA'], ['IGI'], ['ISS'], ['IMP'], ['IDA', 'IGI'], ['ISS'], ['IDA'], ['IMP'], ['IMP'], ['IDA']]"
303,REAC,REAC:R-HSA-418555,G alpha (s) signalling events,0.013051592952393363,True,G alpha (s) signalling events,155,82,8,10777,0.0975609756097561,0.05161290322580645,query_1,['REAC:R-HSA-388396'],"['PTGIR', 'PTGER2', 'ADCY2', 'ADCYAP1R1', 'ADRB2', 'PDE4D', 'PTGDR', 'CALCRL']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
304,GO:BP,GO:0032943,mononuclear cell proliferation,0.013281309000386437,True,"""The expansion of a mononuclear cell population by cell division. A mononuclear cell is a leukocyte with a single non-segmented nucleus in the mature form."" [GOC:add]",210,95,9,16307,0.09473684210526316,0.04285714285714286,query_1,['GO:0070661'],"['IL4', 'CCL5', 'IL1B', 'ARG1', 'BCL2', 'HLA-DRB1', 'HLA-DPB1', 'IKZF3', 'HLA-G']","[['ISS'], ['IDA'], ['IDA', 'IBA'], ['IDA'], ['IDA', 'IMP'], ['IMP'], ['IMP'], ['ISS'], ['IDA']]"
305,GO:BP,GO:0060326,cell chemotaxis,0.013344491823338132,True,"""The directed movement of a motile cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [GOC:dph]",269,95,10,16307,0.10526315789473684,0.03717472118959108,query_1,"['GO:0006935', 'GO:0016477', 'GO:0070887']","['CCR3', 'CCL2', 'IL4', 'CCL5', 'CCL11', 'VEGFA', 'ALOX5', 'PDE4B', 'CXCL6', 'CCL15']","[['IBA'], ['IDA', 'IBA'], ['IBA'], ['IDA', 'IBA', 'TAS', 'IC'], ['IDA', 'IBA'], ['IDA', 'IBA'], ['IMP'], ['ISS'], ['IDA', 'IBA'], ['IBA']]"
306,GO:MF,GO:0046983,protein dimerization activity,0.01347236600454171,True,"""The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits."" [ISBN:0198506732]",782,97,15,17307,0.15463917525773196,0.01918158567774936,query_1,['GO:0005515'],"['CCL5', 'CCL11', 'VEGFA', 'GSTM1', 'CAT', 'IRAK3', 'BCL2', 'NOS2', 'PPP2CA', 'PARP1', 'ADRB2', 'HMOX1', 'TENM3', 'IKZF3', 'HLA-G']","[['IDA'], ['IDA'], ['ISS'], ['IPI'], ['IDA'], ['IDA', 'IPI'], ['IPI', 'IBA'], ['ISS'], ['IPI'], ['IDA'], ['IDA'], ['IDA'], ['ISS', 'IBA'], ['IDA'], ['IDA']]"
307,GO:BP,GO:0031622,positive regulation of fever generation,0.013572198483718167,True,"""Any process that activates or increases the frequency, rate, or extent of fever generation."" [GOC:add]",6,95,3,16307,0.031578947368421054,0.5,query_1,"['GO:0001660', 'GO:0002675', 'GO:0031620', 'GO:0031652']","['IL1B', 'TNF', 'PTGS2']","[['ISS'], ['ISS'], ['ISS']]"
308,KEGG,KEGG:04664,Fc epsilon RI signaling pathway,0.013583612997720823,True,Fc epsilon RI signaling pathway,67,83,6,8091,0.07228915662650602,0.08955223880597014,query_1,['KEGG:00000'],"['IL4', 'IL13', 'IL5', 'TNF', 'ALOX5', 'MS4A2']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
309,REAC,REAC:R-HSA-9012546,Interleukin-18 signaling,0.013648615381498157,True,Interleukin-18 signaling,8,82,3,10777,0.036585365853658534,0.375,query_1,['REAC:R-HSA-446652'],"['IL4', 'IL13', 'ALOX5']","[['REAC'], ['REAC'], ['REAC']]"
310,GO:MF,GO:0033218,amide binding,0.013857406921586114,True,"""Binding to an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group."" [GOC:mah]",354,97,10,17307,0.10309278350515463,0.02824858757062147,query_1,['GO:0005488'],"['GSTM1', 'CD14', 'PEX5', 'CAT', 'ADCYAP1R1', 'ADRB2', 'HLA-DRB1', 'HLA-DPB1', 'HLA-G', 'CALCRL']","[['IDA'], ['IDA'], ['IDA', 'IPI', 'IMP', 'IBA'], ['IPI'], ['IBA'], ['IDA'], ['IDA'], ['IDA'], ['IDA'], ['IPI']]"
311,GO:BP,GO:0043491,protein kinase B signaling,0.013891736807803251,True,"""A series of reactions, mediated by the intracellular serine/threonine kinase protein kinase B (also called AKT), which occurs as a result of a single trigger reaction or compound."" [GOC:bf, PMID:20517722]",158,95,8,16307,0.08421052631578947,0.05063291139240506,query_1,['GO:0035556'],"['CCL2', 'CCL5', 'IL1B', 'VEGFA', 'TNF', 'PPP2CA', 'PTEN', 'HLA-G']","[['IMP'], ['IMP'], ['IMP'], ['IDA'], ['IMP', 'ISS'], ['IMP'], ['IMP', 'ISS', 'IBA', 'TAS'], ['IDA']]"
312,KEGG,KEGG:05417,Lipid and atherosclerosis,0.014129340205212934,True,Lipid and atherosclerosis,214,83,10,8091,0.12048192771084337,0.04672897196261682,query_1,['KEGG:00000'],"['CCL2', 'MMP9', 'CCL5', 'IL1B', 'CD14', 'CASP8', 'BCL2', 'TNF', 'NLRP3', 'ICAM1']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
313,GO:MF,GO:0004053,arginase activity,0.014705697053337666,True,"""Catalysis of the reaction: L-arginine + H2O = L-ornithine + urea."" [EC:3.5.3.1]",2,97,2,17307,0.020618556701030927,1.0,query_1,['GO:0016813'],"['ARG1', 'ARG2']","[['IBA', 'TAS'], ['IMP', 'IBA', 'TAS']]"
314,GO:MF,GO:0004666,prostaglandin-endoperoxide synthase activity,0.014705697053337666,True,"""Catalysis of the reaction: arachidonate + donor-H2 + 2 O2 = prostaglandin H2 + acceptor + H2O."" [EC:1.14.99.1]",2,97,2,17307,0.020618556701030927,1.0,query_1,['GO:0016705'],"['PTGS1', 'PTGS2']","[['IDA', 'IBA'], ['IDA', 'IBA']]"
315,HPA,HPA:0641511,endometrium; nonciliated glandular epithelial cells[≥Low],0.015649734864467482,True,endometrium; nonciliated glandular epithelial cells[≥Low],58,67,5,11006,0.07462686567164178,0.08620689655172414,query_1,['HPA:0640000'],"['CCL5', 'IL33', 'PLAU', 'IKZF3', 'ICAM1']","[['Enhanced'], ['Supported'], ['Supported'], ['Enhanced'], ['Enhanced']]"
316,GO:MF,GO:0098772,molecular function regulator activity,0.015746422507960604,True,"""A molecular function regulator regulates the activity of its target via non-covalent binding that does not result in covalent modification to the target. Examples of molecular function regulators include regulatory subunits of multimeric enzymes and channels. Mechanisms of regulation include allosteric changes in the target and competitive inhibition."" [GOC:dos, GOC:pt]",1657,97,23,17307,0.23711340206185566,0.01388050694025347,query_1,['GO:0003674'],"['CCL2', 'IL4', 'CCL5', 'IL1B', 'CCL11', 'VEGFA', 'IL33', 'PTGIR', 'NPY', 'BCL2', 'CFTR', 'IL1RN', 'TBXA2R', 'TNF', 'GSTP1', 'ADRB2', 'EDN1', 'CXCL14', 'TIMP3', 'TSLP', 'LIF', 'CXCL6', 'CCL15']","[['IBA', 'TAS'], ['IBA', 'NAS'], ['IDA', 'IBA', 'NAS'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IDA', 'IBA'], ['IDA', 'IPI', 'IMP', 'ISS', 'IBA'], ['IDA', 'IBA'], ['TAS'], ['IBA', 'TAS'], ['IDA'], ['IDA', 'TAS'], ['IDA', 'IBA', 'TAS'], ['TAS'], ['IDA', 'IBA'], ['ISS'], ['IDA'], ['IDA', 'IBA'], ['TAS'], ['IBA', 'TAS'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IBA'], ['IDA', 'IBA'], ['IDA', 'IBA', 'TAS']]"
317,GO:BP,GO:0001659,temperature homeostasis,0.01597347801634051,True,"""A homeostatic process in which an organism modulates its internal body temperature."" [GOC:jl]",161,95,8,16307,0.08421052631578947,0.049689440993788817,query_1,['GO:0048871'],"['IL4', 'IL13', 'IL1B', 'VEGFA', 'TNF', 'ADRB2', 'PTGS2', 'ALMS1']","[['ISS'], ['ISS'], ['ISS'], ['ISS'], ['ISS'], ['ISS'], ['ISS'], ['ISS']]"
318,GO:BP,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,0.016093455830062463,True,"""A G protein-coupled receptor signaling pathway in which the signal is transmitted via the activation or inhibition of adenylyl cyclase activity and a subsequent change in the intracellular concentration of cyclic AMP (cAMP)."" [GOC:mah, GOC:signaling, ISBN:0815316194]",215,95,9,16307,0.09473684210526316,0.04186046511627907,query_1,['GO:0007186'],"['CCR3', 'PTGIR', 'PTGER2', 'TBXA2R', 'ADCY2', 'ADCYAP1R1', 'ADRB2', 'PDE4D', 'CALCRL']","[['TAS'], ['IMP', 'IBA'], ['ISS', 'IBA'], ['IBA'], ['ISS', 'IBA'], ['IBA'], ['IBA', 'TAS'], ['IC'], ['IPI', 'IBA']]"
319,KEGG,KEGG:05152,Tuberculosis,0.01619082049792988,True,Tuberculosis,175,83,9,8091,0.10843373493975904,0.05142857142857143,query_1,['KEGG:00000'],"['IL1B', 'TGFB1', 'CD14', 'CASP8', 'BCL2', 'NOS2', 'TNF', 'HLA-DRB1', 'HLA-DPB1']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
320,GO:BP,GO:1902533,positive regulation of intracellular signal transduction,0.016551248774127645,True,"""Any process that activates or increases the frequency, rate or extent of intracellular signal transduction."" [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",821,95,17,16307,0.17894736842105263,0.020706455542021926,query_1,"['GO:0009967', 'GO:0035556', 'GO:1902531']","['CCL2', 'CCL5', 'IL1B', 'CCL11', 'VEGFA', 'CD14', 'CASP8', 'SOD1', 'TNF', 'PRKCZ', 'ADRB2', 'HLA-DRB1', 'HMOX1', 'EDN1', 'ICAM1', 'LIF', 'CCL15']","[['IBA'], ['IDA', 'IBA'], ['IDA', 'ISS'], ['IBA'], ['IDA', 'IGI'], ['IDA', 'IBA'], ['IMP', 'IEP'], ['IMP', 'ISS'], ['IDA', 'ISS', 'IBA', 'TAS', 'NAS'], ['IMP'], ['IDA', 'IGI'], ['IDA'], ['HMP'], ['IDA'], ['IMP'], ['IDA'], ['IBA']]"
321,KEGG,KEGG:05146,Amoebiasis,0.016911351861909927,True,Amoebiasis,101,83,7,8091,0.08433734939759036,0.06930693069306931,query_1,['KEGG:00000'],"['IL1B', 'TGFB1', 'ARG1', 'CD14', 'ARG2', 'NOS2', 'TNF']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
322,WP,WP:WP247,Small ligand GPCRs,0.017209604501834053,True,Small ligand GPCRs,19,86,4,7899,0.046511627906976744,0.21052631578947367,query_1,['WP:000000'],"['PTGIR', 'PTGER2', 'TBXA2R', 'PTGDR']","[['WP'], ['WP'], ['WP'], ['WP']]"
323,GO:BP,GO:0043370,"regulation of CD4-positive, alpha-beta T cell differentiation",0.017493271403963766,True,"""Any process that modulates the frequency, rate, or extent of CD4-positive, alpha-beta T cell differentiation."" [GOC:add, GOC:pr, ISBN:0781735149]",43,95,5,16307,0.05263157894736842,0.11627906976744186,query_1,"['GO:0043367', 'GO:0046637', 'GO:2000514']","['IL4', 'PRKCZ', 'HLA-DRB1', 'MYB', 'TBX21']","[['IBA'], ['ISS'], ['IDA'], ['IMP'], ['ISS']]"
324,GO:BP,GO:0009617,response to bacterium,0.01797463460265651,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium."" [GOC:hb]",489,95,13,16307,0.1368421052631579,0.026584867075664622,query_1,['GO:0051707'],"['CCL2', 'CCL5', 'IL1B', 'CD14', 'IRAK3', 'GSDMB', 'NOS2', 'TNF', 'GSTP1', 'HLA-DRB1', 'TSLP', 'PDE4B', 'CXCL6']","[['IDA', 'ISS', 'NAS'], ['IDA'], ['IDA', 'IBA'], ['IDA', 'IMP', 'IBA'], ['ISS'], ['IBA'], ['IMP', 'ISS', 'IBA', 'NAS'], ['IDA'], ['ISS'], ['IMP'], ['IDA'], ['ISS'], ['IDA', 'IBA']]"
325,GO:BP,GO:0071216,cellular response to biotic stimulus,0.018313911939684124,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:mah]",164,95,8,16307,0.08421052631578947,0.04878048780487805,query_1,"['GO:0009607', 'GO:0051716']","['CCL2', 'CCL5', 'IL1B', 'CD14', 'TNF', 'GSTP1', 'PDE4B', 'CXCL6']","[['IDA', 'ISS'], ['IDA'], ['IDA', 'IBA'], ['IDA', 'IMP', 'IBA'], ['IDA'], ['ISS'], ['ISS'], ['IDA', 'IBA']]"
326,KEGG,KEGG:04672,Intestinal immune network for IgA production,0.01843761837930103,True,Intestinal immune network for IgA production,44,83,5,8091,0.060240963855421686,0.11363636363636363,query_1,['KEGG:00000'],"['IL4', 'IL5', 'TGFB1', 'HLA-DRB1', 'HLA-DPB1']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
327,GO:BP,GO:1990868,response to chemokine,0.01882473885206253,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemokine stimulus."" [PMID:11113082]",76,95,6,16307,0.06315789473684211,0.07894736842105263,query_1,['GO:0034097'],"['CCL2', 'CCL5', 'CCL11', 'EDN1', 'CXCL6', 'CCL15']","[['IBA'], ['IDA', 'IBA', 'TAS'], ['IBA'], ['IDA'], ['IBA'], ['IBA']]"
328,GO:BP,GO:1990869,cellular response to chemokine,0.01882473885206253,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemokine stimulus."" [PMID:11113082]",76,95,6,16307,0.06315789473684211,0.07894736842105263,query_1,"['GO:0071345', 'GO:1990868']","['CCL2', 'CCL5', 'CCL11', 'EDN1', 'CXCL6', 'CCL15']","[['IBA'], ['IDA', 'IBA', 'TAS'], ['IBA'], ['IDA'], ['IBA'], ['IBA']]"
329,GO:BP,GO:0044281,small molecule metabolic process,0.0189131741565621,True,"""The chemical reactions and pathways involving small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:vw]",1534,95,24,16307,0.25263157894736843,0.01564537157757497,query_1,['GO:0008152'],"['IL4', 'IL1B', 'ARG1', 'GSTM1', 'ARG2', 'SOD1', 'PEPD', 'NOS2', 'ALDH2', 'TNF', 'ADA', 'TALDO1', 'ALOX5', 'PARP1', 'ADCY2', 'NQO1', 'GSTP1', 'PTEN', 'HNMT', 'EDN1', 'PTGS1', 'HSD11B2', 'PTGS2', 'LTC4S']","[['ISS'], ['IGI'], ['IBA', 'TAS'], ['IDA'], ['IBA'], ['IDA'], ['TAS'], ['IDA', 'IBA'], ['TAS'], ['IDA'], ['IDA', 'IMP', 'ISS', 'IBA'], ['IBA'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IDA', 'IMP'], ['ISS'], ['IDA'], ['IDA'], ['IDA'], ['TAS'], ['IDA'], ['IDA', 'ISS', 'IBA'], ['IMP'], ['IDA', 'ISS', 'IBA', 'NAS'], ['IDA', 'IBA']]"
330,GO:BP,GO:0002274,myeloid leukocyte activation,0.019155913447180484,True,"""A change in the morphology or behavior of a myeloid leukocyte resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:add, ISBN:0781735149]",165,95,8,16307,0.08421052631578947,0.048484848484848485,query_1,['GO:0045321'],"['IL4', 'IL13', 'CCL5', 'IL33', 'TNF', 'HAVCR1', 'TSLP', 'CXCL6']","[['IDA', 'IGI', 'IBA'], ['IGI'], ['IDA'], ['IDA', 'ISS'], ['ISS', 'NAS'], ['IBA'], ['IMP'], ['IDA']]"
331,GO:BP,GO:0031663,lipopolysaccharide-mediated signaling pathway,0.019645484096215964,True,"""The series of molecular signals initiated by the binding of a lipopolysaccharide (LPS) to a receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. Lipopolysaccharides are major components of the outer membrane of Gram-negative bacteria, making them prime targets for recognition by the immune system."" [GOC:mah, GOC:signaling, PMID:15379975]",44,95,5,16307,0.05263157894736842,0.11363636363636363,query_1,"['GO:0007166', 'GO:0071222']","['CCL2', 'CCL5', 'IL1B', 'CD14', 'TNF']","[['IDA'], ['IDA'], ['IDA'], ['IBA'], ['IDA']]"
332,GO:BP,GO:0030073,insulin secretion,0.020352525930877607,True,"""The regulated release of proinsulin from secretory granules accompanied by cleavage of proinsulin to form mature insulin. In vertebrates, insulin is secreted from B granules in the B cells of the vertebrate pancreas and from insulin-producing cells in insects."" [GOC:mah, ISBN:0198506732]",118,95,7,16307,0.07368421052631578,0.059322033898305086,query_1,"['GO:0009306', 'GO:0030072']","['CCL5', 'IL1B', 'CFTR', 'NOS2', 'TNF', 'ALOX5', 'HLA-DRB1']","[['IDA'], ['IDA'], ['IMP', 'IGI'], ['IMP'], ['IDA'], ['ISS'], ['IMP']]"
333,GO:BP,GO:0010721,negative regulation of cell development,0.02093862733662204,True,"""Any process that decreases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:BHF, GOC:dph, GOC:tb]",167,95,8,16307,0.08421052631578947,0.04790419161676647,query_1,"['GO:0045596', 'GO:0048468', 'GO:0060284']","['IL4', 'IL1B', 'CCL11', 'VEGFA', 'TNF', 'PTEN', 'HLA-G', 'TBX21']","[['ISS', 'IBA'], ['TAS'], ['ISS'], ['IDA'], ['TAS'], ['ISS'], ['IDA'], ['ISS']]"
334,GO:BP,GO:0002726,positive regulation of T cell cytokine production,0.021512776166516884,True,"""Any process that activates or increases the frequency, rate, or extent of T cell cytokine production."" [GOC:add]",21,95,4,16307,0.042105263157894736,0.19047619047619047,query_1,"['GO:0002369', 'GO:0002711', 'GO:0002720', 'GO:0002724']","['IL4', 'IL1B', 'PRKCZ', 'TBX21']","[['IDA'], ['IDA'], ['ISS'], ['ISS']]"
335,GO:BP,GO:0072677,eosinophil migration,0.021512776166516884,True,"""The movement of an eosinophil within or between different tissues and organs of the body."" [CL:0000771, GOC:BHF, GOC:mah]",21,95,4,16307,0.042105263157894736,0.19047619047619047,query_1,['GO:0097530'],"['CCL2', 'IL4', 'CCL5', 'CCL11']","[['IBA'], ['IBA'], ['IDA'], ['IDA', 'IBA']]"
